time,Afghanistan,Angola,Albania,United Arab Emirates,Argentina,Armenia,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahamas,Bosnia and Herzegovina,Belarus,Belize,Bolivia,Brazil,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Switzerland,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Costa Rica,Cuba,Cyprus,Czech Republic,Germany,Djibouti,Denmark,Dominican Republic,Algeria,Ecuador,Egypt,Eritrea,Spain,Estonia,Ethiopia,Finland,Fiji,France,Gabon,United Kingdom,Georgia,Ghana,Guinea,Gambia,Guinea-Bissau,Equatorial Guinea,Greece,Greenland,Guatemala,Guyana,Honduras,Croatia,Haiti,Hungary,Indonesia,India,Ireland,Iran,Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,South Korea,Kuwait,Lao PDR,Lebanon,Liberia,Libya,Sri Lanka,Lesotho,Lithuania,Luxembourg,Latvia,Morocco,Moldova,Madagascar,Mexico,North Macedonia,Mali,Myanmar,Montenegro,Mongolia,Mozambique,Mauritania,Malawi,Malaysia,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,New Zealand,Oman,Pakistan,Panama,Peru,Philippines,Papua New Guinea,Poland,Puerto Rico,North Korea,Portugal,Paraguay,West Bank and Gaza,Qatar,Romania,Russian Federation,Rwanda,Saudi Arabia,Sudan,Senegal,Solomon Islands,Sierra Leone,El Salvador,Somalia,Serbia,South Sudan,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Syrian Arab Republic,Chad,Togo,Thailand,Tajikistan,Turkmenistan,Timor-Leste,Trinidad and Tobago,Tunisia,Turkey,Tanzania,Uganda,Ukraine,Uruguay,USA,Uzbekistan,Venezuela,Vietnam,Vanuatu,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
1970,2939585.501,,,,445713893.9,,1277360204.0,199524739.5,,,747755088.9,4099087.202,4185916.94,,,,,,,16787135.93,1026234374.0,,,,,1889157918.0,436090053.6,388383950.3,,17727738.12,20339866.07,102395209.6,13100436.68,162662459.1,0.0,,,,6167271406.0,,395600000.0,35900000.0,98844251.44,30700000.0,1092499017.0,,859146961.8,,34540000.0,152891345.2,413396.8127,5882387677.0,4638155.158,6074395140.0,,46918664.51,15069880.49,,,,473596990.5,,32300000.0,,9900000.0,,,223333333.3,,1832966667.0,50986848.32,620132013.2,401050839.6,0.0,1259646456.0,2216771793.0,,109759956.1,1575347222.0,,17023993.19,,,386403740.4,68739972.5,38045833.33,64546127.54,3550000.0,242479903.0,21042038.72,,,8310003.469,,88924195.09,,12134982.78,176800000.0,,6150439.756,122781872.8,,,,,2055000.822,199593626.1,,,,662339735.1,8346921.345,1079942533.0,388359844.7,5185185.185,171920027.5,,635250635.3,,218087855.3,155055171.2,,8525000000.0,,,436103595.4,19316666.67,,,1542000000.0,,,471555555.6,108271108.6,,,3986401.595,7135516.014,11200000.0,,,,,,1118164544.0,,199738219.9,,3650466.891,217223557.7,,,,6200000.0,22476190.48,564858542.6,29539988.18,26627467.45,,,79846000000.0,,272727272.7,,,,417899832.8,,45950000.0
1971,,,,,519719484.2,,1331754789.0,209277606.7,,2628571.429,828721558.4,4285361.496,4343468.092,,,,,,,15863843.46,1075071453.0,,,,,2077659711.0,511387689.4,651589862.9,,23968971.08,21501256.56,101796407.2,13749473.41,263898574.6,0.0,,,,7255896950.0,,430225386.9,36600000.0,99946261.07,29700000.0,1266148860.0,,900614349.2,,36134238.09,177615098.1,535616.7685,6300175574.0,5498336.699,6723936533.0,,41139332.3,26327764.42,,,,515997642.0,,22200000.0,,11400000.0,,,225670995.1,,2255256983.0,63486922.17,402310231.0,426263340.2,0.0,1270657787.0,2648079366.0,,108639956.5,1896540416.0,,22077991.17,,,460899849.3,73434840.97,39061458.33,66920095.55,4050000.0,243035871.6,32258064.52,,,9047009.782,,111288010.2,,12755677.36,191200000.0,,6323435.839,127758749.5,,,,,2343860.95,228027756.5,,,,639259541.9,8443978.57,1249389090.0,428293444.8,5891358.025,180841169.8,29065079.3,739410739.4,,247286821.7,161310133.7,,9452062887.0,,,518294924.4,20750000.0,,,1618333333.0,,,587274311.7,109994256.2,,,3770637.41,8516583.63,11400000.0,,,,,,1238804427.0,,176963350.8,,4183674.952,262656250.0,,,,8620776.959,24860541.92,570873159.5,42559982.98,52687946.24,,,74862000000.0,,352272727.3,,,,485866527.2,,49850000.0
1972,,,,,766000000.0,,1484443745.0,249425547.4,,3600000.0,1026588091.0,4904216.992,4947862.936,,,,,,,20700640.94,1195501488.0,,,,,2233737031.0,601426981.7,745661188.8,,31742504.8,24894059.39,94011976.05,12744615.68,170587589.6,0.0,,,,9006765501.0,,487244020.6,39500000.0,109942841.3,37300000.0,1066049041.0,,1256164586.0,,41043478.26,220831905.3,787703.1062,7531246912.0,6673861.634,7860461050.0,,30202525.76,31711404.23,,,,573692101.5,,24000000.0,,15449922.75,,,231632283.7,,2497244706.0,84039646.65,371947194.7,466113288.1,0.0,1461373750.0,3289362465.0,,129359948.3,2567519428.0,,29735988.11,,,531950093.4,90743549.91,20254568.13,106204437.0,4050000.0,202768227.1,30283133.9,,,11731387.88,,140446991.6,,16129256.25,242400000.0,,8332407.51,117181275.2,,,,,2697870.896,251103009.0,,,,904095638.4,10967466.42,1522236183.0,491632831.2,6503703.704,206172013.2,54524419.38,478207381.8,,276485788.1,196259386.0,,10054347826.0,,,593121489.2,28851587.3,,,1824593128.0,,,930574823.6,107983917.3,,,4234610.668,11140612.1,13200000.0,,,,,,1458082236.0,,260209424.1,,5126414.525,284086538.5,,,,9121523.151,31650677.14,703957597.2,53689677.86,64944701.11,,51429281.91,77639000000.0,,404651162.8,,,,492386546.2,,58450000.0
1973,3341271.551,,,,1294000000.0,,1855729307.0,328898821.4,,5923067.599,1296519775.0,6698401.446,6079259.183,48606800.13,,,,,,21129139.97,1512670977.0,,,,,2363060955.0,764969998.4,1005919720.0,,28713844.11,31636823.71,102395209.6,19426710.16,173879934.0,0.0,,,,11938703823.0,,581866269.9,42000000.0,136757097.8,49200000.0,1243856105.0,,1521319435.0,,48433591.42,276967793.9,931727.0694,9496156577.0,9421730.099,8448664898.0,,41052242.84,36058910.7,,,,674802452.2,,23400000.0,5032808.212,15950000.0,,,263447030.8,,2529921054.0,98307831.83,480857166.9,665185289.0,0.0,2574504910.0,3638240139.0,,150652370.4,3374561100.0,,37319917.16,,,544785374.6,136560430.5,21220297.97,103815507.2,3750000.0,298307480.0,25146427.18,,,15421205.92,,185783993.8,,20346496.12,300800000.0,,10974072.3,152452317.5,,,,,4711557.475,296726189.3,,,,1020223592.0,10433752.95,1917119276.0,607891665.2,7152747.935,246331493.0,89826506.52,477624634.2,,364341085.3,301201252.8,,12059701493.0,,,682681692.2,30915873.02,,,545381021.8,,9365839.708,1565589936.0,113153360.1,,,5022404.825,12475644.13,16100000.0,,,,,,1702215353.0,,388674557.0,,6873376.434,312408499.1,,,,8944886.23,38188218.1,861625441.7,77916010.24,64872640.27,,112465598.2,78358000000.0,,420930232.6,,,,752926325.6,,86900000.0
1974,3581366.351,,,,1626000000.0,,2127274763.0,422543505.8,,7682539.683,1482318436.0,6447726.47,6269084.564,72298235.04,,,,,,39766636.07,1790114213.0,,,,,2809465529.0,888478644.0,1103190481.0,,41129183.02,34625371.31,189221556.9,24137429.63,194904101.8,0.0,,,,13773713249.0,,732087483.0,57600000.0,260168630.0,74800000.0,1852779425.0,,1968178718.0,,74758454.11,308807797.1,1353022.08,9954624929.0,10494173.37,9346449845.0,,64121526.39,,,,,1049955703.0,,28400000.0,11136757.59,16900000.0,,,308005578.3,698192771.1,2895415720.0,111205418.9,3877862663.0,1427457784.0,0.0,3475602770.0,3890003394.0,,163307378.0,3962157887.0,,46763683.97,,,852963864.0,384614072.6,,179142179.6,4550000.0,431682379.0,28417847.61,,,18227348.89,,241889161.2,,25882465.36,407200000.0,,11632496.21,159999341.9,,,,,5304902.622,397163356.3,,,,1351141235.0,14995341.25,2285358296.0,710867536.4,8446969.697,291444123.1,255573248.4,609191919.2,,454780361.8,521518532.3,,13162650602.0,,,988203732.2,31434126.98,,,565500000.0,,7786746.398,,111430212.5,,,6779970.098,13350320.28,21400000.0,,,,,,1855084673.0,,537380924.3,,8097048.254,363887784.6,,,,8584035.885,46505447.78,1136704698.0,120044738.2,80157512.31,,187557473.6,85906000000.0,,602325581.4,,,,1102318401.0,,118550000.0
1975,4203664.569,,,,798359535.2,,2268707674.0,546724394.0,,8533333.333,1927662478.0,7857666.124,18062366.73,80830559.47,,,,,,58304466.42,2141126693.0,,,,,3180915490.0,1032046117.0,486720076.9,,45886157.16,46770377.91,173652694.6,33493068.55,227942151.2,0.0,,,,15278274626.0,,931928334.6,65900000.0,332252159.2,102000000.0,1926890602.0,,2108232941.0,,125072463.8,433161415.7,2056253.749,13030408263.0,16844521.8,11543753775.0,,78825105.71,,,,,1433217345.0,,44900000.0,32436379.69,21400000.0,,,366147086.5,1063855422.0,3323646801.0,154362392.7,5951043742.0,1590171817.0,0.0,3758315381.0,4217069829.0,,180742482.6,4534902135.0,,54090933.23,,,1030991736.0,,,165944100.3,5500000.0,287788252.7,30478781.02,,,22704189.64,,413326127.9,,30189630.07,504800000.0,,19130897.33,138923723.2,,,,,9362342.027,440725547.0,,,7330399.929,3028584797.0,18537929.96,2814545011.0,912771143.3,10529138.04,292259947.4,523306311.5,771161616.2,,710909865.5,,7933048.215,14337349398.0,,,778693990.9,43488888.89,,,635500000.0,,9319735.189,,119471568.1,,,6526389.844,15652099.64,23100000.0,,,,,,2232315959.0,,887837837.8,,11114584.74,416034898.2,,,,10703751.5,75323106.3,2284986255.0,138323476.0,86567896.18,,156541418.6,88400000000.0,,711627907.0,,,,1431695127.0,,148600000.0
1976,5393251.216,,,,2050248959.0,,2441084025.0,581408727.3,,9971014.493,2109619988.0,7160493.827,19531282.7,105287729.1,,,,,,66776055.56,2576476982.0,,,,,3581805735.0,1228176857.0,599806958.7,,52462858.34,48470391.3,120795356.0,34337727.56,229146910.6,0.0,,,,15457151068.0,,945240876.0,76200000.0,480640373.5,117000000.0,2201613068.0,,2521013875.0,,128043478.3,416956433.4,2751430.02,13304260893.0,20117179.33,10766652890.0,,88961005.06,,,,,1559887280.0,,55500000.0,34000000.0,23700000.0,,,382438611.4,1275301205.0,3294910612.0,152839849.3,7186307294.0,1761176240.0,0.0,3648665017.0,3844185965.0,27445027.45,294593397.9,5008396504.0,,75910048.12,,,1708677686.0,,,173074847.0,6400000.0,326295131.6,23669757.49,2291375.573,,25496422.66,,577239433.3,,33040454.15,531576968.5,,21761874.87,155142207.5,,,,,9205803.654,439885582.5,,,8181627.956,2644426038.0,25234878.48,2898055461.0,977362861.3,11876000.0,271671526.2,589099594.7,833181818.2,,778394355.4,714759968.1,21985174.2,15572289157.0,,,623403324.0,46757936.51,,,691500000.0,,10297663.29,,179207352.1,,,6020631.897,20531871.89,26300000.0,,,,,,2345444903.0,,945058881.2,,14233103.16,531909157.3,,,,12613977.4,83960118.94,2534775215.0,136687529.9,101074621.0,,133232399.7,91013000000.0,,593023255.8,,,,1677275419.0,,199800000.0
1977,6127288.063,,,,2058223942.0,,2500485127.0,686893244.3,,13955555.56,2496513862.0,10147346.14,22903777.27,128522908.8,,,,,,73254329.6,2499644658.0,,,5650505.962,,3752174526.0,1226534416.0,924042756.7,,51449039.4,55167290.78,161471103.3,36633018.56,280082338.8,0.0,,,,17304663483.0,,1063101451.0,86500000.0,471669448.0,205000000.0,2751058001.0,,2808847050.0,,135048309.2,461856960.1,3651464.946,15041676195.0,28927873.66,11583506608.0,,121717795.7,,,,,1838775321.0,,75200000.0,24274509.8,31800000.0,,,419914698.7,1468674699.0,3477080945.0,171725706.0,7617207960.0,2007693506.0,0.0,3180556220.0,4556493518.0,30580030.58,262704735.1,6157312577.0,,147766705.0,,,2237603306.0,748518665.9,,126427193.6,7750000.0,479647087.8,28081232.26,2780125.695,,28710697.24,,731455472.0,,43959890.67,437692985.8,,26050146.53,169293678.2,,,39135467.92,,13625117.4,637879477.3,,,11010257.25,3138198948.0,35231772.65,3704801157.0,1114680192.0,13208000.0,307431743.8,514837869.1,913585858.6,,1031640130.0,754442226.1,22276752.32,17379518072.0,,,576875736.5,55486507.94,,,717000000.0,,16062942.55,11584767351.0,216538485.8,,,7064980.375,28588099.64,31700000.0,,,,,,2560335056.0,5390626.348,998216560.5,,21108759.36,688722114.1,,,,15364583.33,121692505.0,2765773072.0,190729876.6,131916696.9,,160545078.5,101000000000.0,,748837209.3,,,,2073738018.0,,285350000.0
1978,,343271609.1,,,3103989947.0,,2816316206.0,877450655.2,,17033333.33,3166647025.0,8552841.493,32372283.48,134871031.7,,,,,,97672439.47,2690623102.0,,,14305862.29,,3969158477.0,1668885136.0,1036145035.0,,86764810.15,71436168.33,214951896.0,37960435.35,360663621.1,0.0,,,,21416956348.0,45014.37647,1322665932.0,103000000.0,627852442.1,164000000.0,2485279987.0,,3470695273.0,,178212560.4,506869453.0,7239265.398,18873052740.0,,14217505105.0,,101354226.4,85228280.98,,,,2118929495.0,,71700000.0,17333333.33,43100000.0,,,538098139.6,1627662342.0,3975819130.0,217465500.0,8113739881.0,1986021658.0,0.0,3117508058.0,5540992658.0,,304948875.3,8657135933.0,,239475870.0,,,3190082645.0,738039577.8,,252760229.7,8900000.0,729941800.6,21946485.42,4013501.003,,36648101.37,,772559382.0,,52181427.4,518287192.6,,31020668.63,183429289.3,,,76333333.33,,25570521.9,607070689.6,,,14774701.32,3022642270.0,44549266.25,4226968876.0,1307453860.0,14867263.94,388573502.3,574334105.4,1031868687.0,,665178542.9,622746329.0,27421800.61,10292598967.0,,,622564542.5,69522222.22,,,834413568.5,,14393007.32,13404087588.0,175916407.9,,,8118123.472,34987046.26,81400000.0,,,,,,2873317738.0,8259877.065,1213503185.0,,22733718.58,942007071.2,,,,18312500.0,148496651.6,2727882976.0,421677764.0,151699852.8,,185943655.8,109000000000.0,,827906976.7,,,,2067988017.0,,347750000.0
1979,,504712881.9,,,5057062803.0,,3100685079.0,1049972515.0,,20000000.0,3631580468.0,17562828.48,32032417.9,136251932.9,,,,,,119737096.1,2829161200.0,,,24355619.03,,4084145738.0,1945005774.0,1312899709.0,,102735025.1,88354754.09,190944707.6,52566260.19,467687274.7,0.0,,,,24777567445.0,45014.37647,1529188589.0,120000000.0,711681247.4,186000000.0,1152855496.0,,4910953932.0,,276328502.4,642602892.8,9572320.678,22667912461.0,56881751.77,18373780394.0,,66362988.08,71021091.75,,,,2424261939.0,,90200000.0,17176470.59,49550000.0,,,621170386.2,1552431166.0,4589738352.0,290141008.5,4993779939.0,2371712821.0,0.0,3394518704.0,6904107163.0,,399556492.3,9173587661.0,,291024720.0,,,3543388430.0,881077990.8,,346311001.5,9400000.0,853569148.6,28073183.58,5370993.429,,42364311.06,,896353802.0,,81891303.63,679663588.4,,36197478.4,190866354.1,,,78000000.0,,43029681.3,778636837.2,,,17482911.97,3070825338.0,32278195.0,5038015817.0,1453771374.0,17300000.0,436892310.9,584105385.1,1181818182.0,,520650234.3,874273979.8,30150739.65,1936746988.0,,,701973945.7,63530158.73,,,860000000.0,,19633017.15,17616726771.0,239999813.6,94390801.14,,10785547.37,54644241.99,87700000.0,,,,,,3368143352.0,10183559.48,1581656051.0,,22498848.26,1199048431.0,,,,27218750.0,160900650.0,3001142306.0,375458521.9,206806783.0,,279396248.9,122000000000.0,,925581395.3,,,,2160867340.0,,441150000.0
1980,,497359449.2,,,6477389013.0,,3657867290.0,1152895906.0,,27763333.33,3958575327.0,23617947.75,35360658.84,167255351.2,,,,,,159008134.9,2259307479.0,,,31844060.6,,4744402251.0,1996765550.0,1787179487.0,,118473116.2,99867474.44,152183675.0,57416698.22,611248236.6,0.0,,,,26692620067.0,1817455.45,1617653843.0,105000000.0,890174464.8,209000000.0,1361426627.0,,5508356433.0,,359323671.5,873508619.5,10367191.75,26427190947.0,68629307.08,25363413472.0,,120610364.9,60309243.02,,,,2275580289.0,,103760000.0,21882352.94,57000000.0,,,740802218.1,2114454046.0,5420809519.0,362511166.6,4874889400.0,2976492818.0,0.0,4120814786.0,7915696626.0,,416212133.9,9711741591.0,,271691156.2,,,3980692489.0,950805965.3,,503476314.8,12750000.0,1074139253.0,30811520.22,11639193.97,,52422325.29,,1117955622.0,,90402004.94,810422203.8,,38337750.85,202083467.2,,,92283380.97,,53134112.22,1035886222.0,,,17039000.38,3029915085.0,47159888.99,5269306825.0,1668684529.0,20083333.33,676939260.5,883757961.8,1429292929.0,,948572813.3,879326573.0,38795968.68,1506218239.0,,,867810131.0,89326190.48,,616740088.1,755555555.6,,23552267.56,20724493047.0,228000000.0,96502271.87,,15907791.96,62055971.53,95500000.0,,,,,,3791756609.0,13135761.89,2253248408.0,,24763347.22,1373227227.0,,,,36927083.33,194096119.6,2671976286.0,232291721.3,398813536.5,,477266464.6,138000000000.0,,1002325581.0,,,,2661671165.0,,442750000.0
1981,,618891637.1,,,5882767126.0,,4323644157.0,969372327.1,,29995555.56,3385176171.0,17186114.21,33915894.76,174106138.7,,,,,2079250.0,238715537.6,2517859757.0,,,31162681.75,,5141128191.0,1810878508.0,2292307692.0,,92002752.72,120247597.8,71671583.96,63535260.98,638643433.3,0.0,,,,23094364442.0,5351084.002,1446085210.0,125000000.0,806569334.6,234000000.0,1817140261.0,,4977748533.0,,366980676.3,790880895.3,11361681.76,23867080426.0,88322642.61,24100707136.0,,195559792.2,52510728.9,,,,2578400684.0,,162640000.0,22400000.0,60500000.0,,,757701599.6,2654105930.0,5879007036.0,327043451.1,8121567621.0,4086497762.0,0.0,4700103232.0,7387713298.0,44922028.49,438818156.8,10851176225.0,,241171594.4,,,4463839960.0,1042021630.0,,373214770.0,26350000.0,557334522.3,27684625.66,12392766.95,,46185938.88,,975581462.8,,86482746.69,1284948561.0,,31648946.94,205288116.6,,,99294190.87,,38506688.83,1446539243.0,,,13984418.41,2135475014.0,71927312.7,4527100427.0,1649618173.0,21959582.69,660354444.4,1133468442.0,1737373737.0,,994511245.1,982322001.6,38248532.25,1567860808.0,,,843539896.8,131942063.5,,1059505495.0,915333333.3,,28682783.33,24399927864.0,203987417.2,86843238.35,,15788111.47,78352569.4,134000000.0,,,,,,3490216138.0,12379584.3,2437707006.0,,22525953.98,1415853972.0,,,,35166666.67,228835732.4,2814869761.0,331019097.0,108146878.4,,709699535.8,170000000000.0,,1009302326.0,,,,3011979548.0,,389700000.0
1982,,668493883.3,,,2279872697.0,,4459544582.0,995369996.9,,36665555.56,2891774968.0,16554779.89,32866107.13,184674562.5,,,,,2576875.0,123726843.5,3031328924.0,,,23551463.59,,6017321456.0,1928314953.0,2160747854.0,,86425689.12,131616586.4,147162426.6,72427162.01,667866120.9,0.0,,,,22349480132.0,29608206.12,1400430126.0,126000000.0,932452707.7,229000000.0,2307139561.0,,4956242441.0,,387367149.8,844911290.5,14939154.85,22522681678.0,88555899.77,24785700685.0,,170273456.3,52266833.59,,9407751.857,,2638652976.0,,176590000.0,24710000.0,67000000.0,,,750740503.1,2741068094.0,6302107956.0,342048872.7,9703525315.0,,0.0,4518481889.0,8062597403.0,53608918.73,465258786.0,10193936012.0,,243721560.5,,,4646524886.0,1285119360.0,,246651755.1,43350000.0,709332450.6,25974668.7,14965648.08,,41434171.49,,959485440.9,,,858130162.7,,29518633.26,195419415.6,,,102992610.5,,26977480.08,1438303667.0,,,12781263.88,1651914513.0,,4829535607.0,1697544015.0,25491173.23,608767756.5,1261580776.0,1852711543.0,,1268695337.0,964637002.3,,2122035928.0,,,803004962.0,208026190.5,,1467252747.0,989333333.3,,28175370.73,27095797466.0,172214638.2,73072311.52,,14128284.83,94372953.74,83900000.0,,,,,,2980130869.0,11074579.58,2726878981.0,,18541962.11,1507634749.0,,,,,328600426.3,2754732303.0,366761862.8,87488449.89,,599135224.1,214000000000.0,,1523255814.0,,,,2744699858.0,,437450000.0
1983,,778628250.6,,,2848053181.0,,4511671066.0,991995097.5,,34369644.2,2671831608.0,17765951.31,29317755.98,231804492.5,,,,,2899750.0,89973482.6,2082669251.0,,,24454614.24,,6947104072.0,1946035043.0,1497684301.0,,76251882.88,129898757.7,78919799.79,,859813605.6,0.0,,,,22127066321.0,30902369.44,1374960497.0,126000000.0,952430671.6,200000000.0,3004281422.0,,4770965313.0,,408405797.1,905188931.5,15102947.83,21653641575.0,86599171.8,23631058396.0,,71148287.35,,727666.8802,18064755.2,,2195463586.0,,184250000.0,22100000.0,70000000.0,,,700708442.0,2047257950.0,6830768698.0,310258091.7,10550357293.0,,0.0,4265358582.0,8409527116.0,50162507.37,484742989.8,11429317256.0,,208691732.7,,,4714159753.0,1425498410.0,,492472676.6,38750000.0,,45952585.36,14069652.63,,41151224.44,,628153423.0,,,778556797.2,,26767016.74,192169991.5,,,116316977.5,,22217303.96,1342380183.0,,,12354815.18,1627393327.0,,4256634367.0,1698789946.0,29081758.93,567555469.4,1457006369.0,1985972402.0,,927159637.2,800165576.3,,2195521573.0,,,692947642.5,221221334.9,,905192307.7,888319702.0,,28024671.7,21872720536.0,230769230.8,70617688.27,,10236934.65,124526263.3,83900000.0,,,,,,2629021887.0,11735930.35,2733503185.0,39363259.91,16398734.08,1583036595.0,,,,,383489474.3,2469375535.0,332950425.4,93723596.47,,274611790.9,214000000000.0,,2006976744.0,,,,3052688269.0,,431750000.0
1984,,1066247744.0,,,2527749815.0,,4925319433.0,949715291.7,,29938434.04,2407447484.0,21237787.7,26968328.69,244337571.5,,,,,3256125.0,144680785.7,2013151758.0,97366249.74,,26109660.57,,7349795764.0,1807905757.0,1462262953.0,,70164798.82,127243641.8,53403541.41,49423627.5,889730898.6,0.0,,,,20124939008.0,31133068.12,1259583261.0,139000000.0,929290821.3,193000000.0,3742137511.0,,4851949869.0,,423019323.7,826070181.3,15601330.13,20212344345.0,80328270.29,22732895544.0,,44624487.03,,846805.02,6465128.712,,1994286405.0,,207480000.0,20740845.14,81000000.0,,,641103030.3,2002310077.0,6956682449.0,284275226.2,9926303622.0,,0.0,4214300331.0,8296144788.0,25153444.25,457778991.6,12225078098.0,,175004683.0,,,4759446931.0,1465909168.0,,474574917.6,24950000.0,,55750799.98,12285803.37,,38661575.09,,512454401.2,,55059872.19,1155945373.0,,25402957.27,188720829.3,,,136654509.1,,18839590.2,1273659777.0,,,10632625.18,1210916250.0,,3977294580.0,1554623805.0,29211271.37,530331804.6,1580789642.0,2114435830.0,,666310916.2,513453143.1,,2313670081.0,,,628464842.1,172997512.4,,874862637.4,731196135.4,,25460676.62,22672050990.0,355384615.4,65136844.13,,9920516.345,235932384.3,89200000.0,,,,,,2668524384.0,9116913.399,3394904459.0,40049707.41,15692619.64,1698837534.0,,,,,249474468.8,2190052307.0,293025202.4,75215039.12,,221851277.3,231000000000.0,,1325415047.0,,,,2770152107.0,81624098.96,360650000.0
1985,,1146467010.0,,,2027221261.0,,4386859326.0,1036872489.0,,32220298.12,2428223977.0,19810222.52,27106616.84,224948007.1,,,,,3263000.0,131208000.2,2687049984.0,101752153.3,,20997913.35,,7460563318.0,1966928897.0,1137635211.0,,69565043.19,116190293.9,40371344.17,55646692.47,716735061.0,0.0,,30737332.91,,19921872405.0,31391900.79,1259295610.0,61042019.4,953299653.9,284000000.0,4203565423.0,,5077574145.0,,429444444.4,911349660.9,14008928.96,20780557604.0,95489724.28,23281158966.0,,63162776.66,,1244263.419,4652567.483,,1927083076.0,,224420000.0,38971271.33,94000000.0,,,1025550984.0,1923319347.0,7567024020.0,301495819.0,10706415945.0,,0.0,4004517114.0,8253390533.0,18714379.26,501742160.3,13087751954.0,,145781732.1,,,4883795775.0,1379869860.0,,227203508.6,25150000.0,,188947302.5,10667797.39,,38112966.56,,692472049.7,,50869844.15,1241863652.0,,29826627.16,196758644.7,,,148214364.3,41058571.71,19811238.44,1076905728.0,,,10877815.44,1091662993.0,,3884181822.0,1796625192.0,30532050.16,529191398.5,1617713053.0,2143969262.0,,666976464.5,609330746.5,34289370.3,2140789170.0,,,653587081.2,158363306.1,,1528873626.0,2050007584.0,,27250728.43,17656965219.0,205293356.8,64966400.53,,6281702.97,250433594.3,44300000.0,,,,,,2795295633.0,6646662.948,3510318471.0,37839750.88,18879809.82,1629594718.0,,,,,215938722.3,2365977436.0,345976202.3,104818309.0,,203645853.9,258000000000.0,,820000000.0,,,,2117406345.0,53190811.69,309300000.0
1986,,1156494418.0,,,2449545721.0,,4606710028.0,1475426089.0,,34607737.52,3404311038.0,26277338.54,51180170.14,248796417.2,,,,,,92869207.22,2758186568.0,110162485.9,,34310908.18,,7780136740.0,2565428146.0,1114393822.0,,96559112.46,145411861.2,67436312.94,,679498200.9,0.0,,48729244.32,,27690811161.0,30604149.2,1647882398.0,82290924.24,1127103217.0,207000000.0,4727136104.0,,6270618789.0,,439202898.6,1223271001.0,14591259.37,28454938061.0,136006884.1,27216844988.0,,51650922.76,,1046935.943,6128820.138,,1998816951.0,,140853333.3,27829660.94,105500000.0,,,765838789.8,1734616704.0,9539363086.0,409081178.2,11741433342.0,,0.0,4386224325.0,11941809156.0,23522088.13,625775075.3,19457334441.0,,181255662.3,,,5325292074.0,1295617612.0,,148293323.7,24350000.0,,172743269.3,13369627.53,,53459034.31,,728545632.7,,50566283.23,817296611.7,,37539055.06,231843369.6,,,170669991.0,42460504.2,24743830.16,894074625.0,,,14412109.52,516893509.3,,5351016847.0,2168162775.0,31053048.07,691134040.0,1305689797.0,2282625019.0,,867538985.5,593798594.1,37450561.76,2173578189.0,,,935754339.7,191435349.3,,,2307873265.0,,34889469.11,,260000000.0,85476428.36,,7227148.725,163311245.6,34900000.0,,,,,,3577484916.0,7341260.29,3678980892.0,48800771.57,30011030.71,1635667271.0,,,,,206793454.6,2769409588.0,260704018.6,131071428.6,,242349802.6,281000000000.0,,1004536497.0,,,,2497888430.0,61629720.93,342200000.0
1987,,1487398890.0,,,2485659656.0,,5057135655.0,1737112605.0,,30784856.43,4162992929.0,35602937.41,50712557.85,288311839.7,,,,,,103362387.2,4323674770.0,104464429.9,,73826342.81,,8694447168.0,3020406521.0,1166781370.0,,122780223.4,163128000.9,28297227.67,100513414.3,721331206.4,0.0,,199500731.1,,34135226422.0,30817967.49,2141274092.0,59327500.29,1196971384.0,207000000.0,4805707420.0,,7921508651.0,,476618357.5,1462231547.0,25131445.66,34858734928.0,,31231666522.0,,43338474.86,,1392344.227,3883662.224,,2399225050.0,,124028000.0,10619291.23,122500000.0,,,823921397.5,1347598625.0,10877406164.0,435378990.4,15263376570.0,,0.0,5995553855.0,15653065895.0,25325014.99,647050307.4,23642290700.0,,249810082.3,,,6040845305.0,1336740077.0,,36999768.47,22250000.0,,226699541.9,18111226.26,,73150597.31,,815386106.1,,36662411.21,813391574.4,,44254118.46,203653743.5,,,83582418.11,43720551.23,21643561.49,1334714483.0,,,13662211.31,201691218.2,,6542917225.0,2753415610.0,33928833.32,925756538.6,1139141743.0,2500172426.0,103800000.0,1455232303.0,652382133.2,42383569.1,1765484773.0,,,1130608394.0,116922830.9,,865412087.9,2272446246.0,,36093359.48,14460266667.0,310333333.3,99871230.5,,4585444.665,176891743.8,28500000.0,,,,,,4469563626.0,8349582.275,3650191083.0,34271986.48,43412292.0,1698687546.0,,,,,194409783.5,2889593497.0,161608082.1,130971749.2,,223924938.6,288000000000.0,,765517241.4,1315597882.0,,,3595968625.0,66915490.04,392600000.0
